id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
915110,Cozy Garden Cottage in Menlo Park,4358242,Amanda,,Unincorporated Areas,37.43648,-122.20891,Entire home/apt,139,14,121,2023-03-03,0.99,2,254,5,
4110458,Modern Stanford/Palo Alto Guest House,723831,Steve & Ellen,,Portola Valley,37.39364,-122.20183,Entire home/apt,300,5,79,2022-11-22,0.77,1,244,4,
631807,PRIVACY & COMFORT in Foster City!,3142166,Michelle,,Foster City,37.56158,-122.25974,Entire home/apt,85,14,28,2022-12-29,0.22,1,249,3,
4112109,Charming room with private entrance,6273404,Annelène,,Unincorporated Areas,37.47692,-122.19635,Private room,32,1,132,2020-07-24,1.29,3,0,0,
4121064,"Sunny, Quiet, ""The Palm"" Room",19363764,Dennis,,San Mateo,37.57528,-122.31195,Private room,72,4,120,2022-09-03,1.16,3,132,4,
926837,A Travelers Rest in Redwood City,1119862,Josh,,Redwood City,37.47735,-122.24064,Entire home/apt,75,30,161,2022-10-28,1.34,1,24,4,
633412,"SFO,Bart,Walk to Downtown-Gem!",3153014,Lisa Myshall,,Burlingame,37.57957,-122.34964,Private room,99,1,461,2023-03-22,3.70,7,279,42,
955458,Cozy Studio Apt in Ideal Location,5190612,Stacey,,Atherton,37.46136,-122.19484,Entire home/apt,150,2,2,2023-01-06,0.23,1,357,2,
1019374,Exec Room in home nr Stanford Hospital/Sand HillRd,5612106,La,,Unincorporated Areas,37.42926,-122.19288,Private room,97,3,12,2023-03-06,0.22,4,365,3,
4197436,Gorgeous room in family home!,21775284,Ilina,,Belmont,37.51051,-122.29508,Private room,113,2,2,2018-06-20,0.02,1,359,0,
634347,TreeTops OceanView Retreat_HotTub_Month/LongTermOk,2270239,Annette And Fred,,Unincorporated Areas,37.51219,-122.46381,Entire home/apt,679,2,95,2022-08-31,0.74,1,0,3,
4202946,1 BDR NEAR SAN FRANCISCO AIRPORT,12722632,Marina And Lena,,San Bruno,37.62881,-122.41011,Entire home/apt,122,2,283,2023-02-18,2.74,1,265,35,
1076875,Charming 3 Bd 2 Ba ~ Ideal Location,12561,Diane,,San Carlos,37.49035,-122.2617,Entire home/apt,375,5,58,2022-03-16,0.48,1,297,0,
646496,Private Guest Room / private entry,3240667,Evelyn,,Belmont,37.51376,-122.2947,Private room,80,3,82,2022-05-14,0.64,1,227,1,
1118487,Sunny Garden Cottage in Redwood City,6138568,Carolyn,,Redwood City,37.4681,-122.22121,Entire home/apt,126,30,13,2022-12-10,0.12,1,35,1,
4223873,Spacious Full House 10 Minutes from The Mission,7443497,Tam,,Daly City,37.70184,-122.46738,Entire home/apt,163,3,179,2022-12-26,1.75,1,113,12,
664068,Life House,3354031,Marky,,Unincorporated Areas,37.52248,-122.34724,Entire home/apt,314,4,68,2022-12-05,0.54,2,365,9,
4236150,Large private room in single family,21983659,Jodi,,Hillsborough,37.56015,-122.33558,Private room,125,1,3,2016-07-22,0.03,1,365,0,
1144231,"Small cottage bedroom, beautiful home",6273404,Annelène,,Unincorporated Areas,37.47518,-122.19537,Private room,30,1,296,2020-06-20,2.84,3,0,0,
676279,Best location in SF Bay Area,3259970,Eva,,San Mateo,37.54158,-122.29632,Entire home/apt,140,28,0,,,1,169,0,
1190922,"Modern home w/patio, walk to Palo Alto",6510205,Sara,,Menlo Park,37.46289,-122.1544,Entire home/apt,171,31,28,2023-03-17,0.26,2,257,2,
4264068,Half Moon Bay Craftsman Bungalow,19934252,Jim &  Kristin,,Half Moon Bay,37.46223,-122.42885,Entire home/apt,285,2,25,2022-11-14,0.25,1,10,1,
706437,Tree-top studio--walk to Stanford,49735,Laurel,,Unincorporated Areas,37.43024,-122.19717,Entire home/apt,289,28,124,2023-03-08,1.00,3,240,5,
4264514,1 bedroom with private bath in a large house.,22137102,Neela,,Hillsborough,37.57912,-122.36152,Private room,122,1,49,2022-09-15,0.55,1,365,1,
728576,Private Cottage near Stanford / FB,3780024,Anja,,Unincorporated Areas,37.47485,-122.19859,Entire home/apt,119,4,197,2023-03-04,1.73,1,84,10,
789518,Spectacular Ocean View Ocean Colony,25729267,Sonia,,Half Moon Bay,37.43028,-122.43763,Entire home/apt,1400,2,26,2023-01-02,0.32,1,326,11,
4271153,Beach House near Downtown San Francisco,14673199,Elena,,Pacifica,37.59348,-122.50986,Entire home/apt,607,3,93,2023-02-20,1.04,1,326,10,
1211198,Life Home,3354031,Marky,,Unincorporated Areas,37.52333,-122.34731,Entire home/apt,750,4,16,2017-05-22,0.14,2,365,0,
