id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
973532,Cozy Bedroom (Room Only)  with Private Bathroom,957575,Irene,,San Jose,37.29833,-121.94908,Private room,135,1,6,2019-04-28,0.14,1,0
976347,Downtown Private Home with Backyard,3967231,Anne And Mike,,Mountain View,37.39079,-122.07542,Entire home/apt,275,1,47,2020-02-28,0.54,7,365
978835,Private Bedroom+Bathroom+Entrance,1768448,Dan,,Sunnyvale,37.38622,-122.02094,Private room,70,2,214,2020-01-13,2.44,1,365
995505,Bach Comfy Room in a Happy Home,3736812,Celeste,,San Jose,37.27142,-121.8117,Private room,40,30,44,2017-08-03,0.50,2,341
998140,Room&Private Bath in Silicon Valley,1989424,BJ And AN,,Santa Clara,37.36985,-121.9795,Private room,55,4,26,2019-11-25,0.30,3,9
1001567,Santana Row Modern Loft in Silicon Valley,1269205,Ginger & Ray,,San Jose,37.32,-121.94666,Entire home/apt,199,28,65,2020-02-09,0.76,3,365
1010008,Adorable house in the Redwoods,5556586,Colleen,,Unincorporated Areas,37.15798,-121.98804,Entire home/apt,199,2,81,2019-03-03,0.93,1,0
1010153,"AC, Gar, Gas Stove, HW fl, near Costco + Caltain",42458,Emey,,Sunnyvale,37.35877,-122.00246,Entire home/apt,100,7,12,2018-04-28,0.17,12,365
1012398,"Amazing 3800 sq.ft home, built 2012",929386,Peter,,San Jose,37.30993,-121.90221,Entire home/apt,1200,7,0,,,1,365
1013938,Penthouse with View and location!,5522692,Elaine,,Cupertino,37.32311,-122.02821,Entire home/apt,199,30,51,2020-04-25,0.59,1,223
1019524,Cozy Cottage,5612983,Tom,,Palo Alto,37.39292,-122.12939,Entire home/apt,159,2,180,2020-05-21,2.05,1,82
1024086,Cozy Redwood Studio in Foothills,5637736,Don & Christine,,Unincorporated Areas,37.19436,-122.02255,Entire home/apt,85,21,230,2020-03-04,2.67,1,41
1079815,Room in Penthouse Condominium ,5938185,Jean-Pierre,,Palo Alto,37.44569,-122.1567,Private room,90,30,47,2017-07-17,0.56,1,105
1095202,Private room in super convenient Mtn View location,1028853,Ethan,,Mountain View,37.39207,-122.06183,Private room,30,31,9,2019-08-23,0.11,2,365
