id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17642147,Rosie's View,120012255,Bryan And Rosie,,Pacific Grove,36.62613,-121.92126,Entire home/apt,284,2,176,2020-01-01,4.18,1,1
18731829,Monarch Garden Cottage (30 day rental),21807468,Suzanne,,Pacific Grove,36.61831,-121.90986,Entire home/apt,60,30,52,2020-04-01,1.30,1,0
18917071,Pacific Grove Post-Adobe Cozy Charmer 2/1 #0387,128301422,Carolyn,,Pacific Grove,36.60666,-121.92253,Entire home/apt,225,3,153,2020-08-26,3.85,2,54
19181667,Laurel Cottage,14299946,Joy,,Pacific Grove,36.61942,-121.92081,Entire home/apt,105,30,167,2020-02-23,4.27,3,81
19736001,Long term/month to month Cottage In Pacific Grove,1010770,Dolly,,Pacific Grove,36.61682,-121.92482,Entire home/apt,100,30,0,,,1,244
19789713,"Mermaid Beach House, Walk to Beach / Aquarium!",139737993,Tommy & Mallary,,Pacific Grove,36.62603,-121.91822,Entire home/apt,492,2,139,2020-09-01,3.72,1,311
19830907,Your perfect month-long vacation getaway,26564284,Hank & Julie,,Pacific Grove,36.62673,-121.92409,Entire home/apt,249,30,69,2020-03-15,1.85,1,0
20190642,Outback Bungalow,58388459,Michele,,Pacific Grove,36.62346,-121.92109,Entire home/apt,332,3,106,2020-08-28,3.53,2,347
20192720,Bright room with loft,1729167,Andrea,,Pacific Grove,36.6172,-121.9201,Private room,80,2,17,2019-05-25,0.46,2,0
20229666,3743 Pelican Peaks ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61962,-121.90912,Entire home/apt,430,29,5,2020-01-20,0.28,28,303
20229669,3746 The Guest House ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62026,-121.91007,Entire home/apt,170,29,6,2019-10-27,0.16,28,303
20229673,3729 Ocean Park Sanctuary ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61915,-121.92051,Entire home/apt,208,29,8,2020-02-23,0.23,28,242
20229689,3704 Ship's Watch ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62123,-121.92084,Entire home/apt,189,29,16,2020-03-12,0.39,28,0
20229693,3715 - Bliss by the Sea ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61836,-121.90931,Entire home/apt,189,29,7,2020-03-10,0.17,28,0
20229694,3724 Sea Glass Sanctuary ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.63077,-121.92578,Entire home/apt,340,29,2,2019-10-15,0.06,28,278
20229697,3717 Butterfly Landing ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61232,-121.91783,Entire home/apt,208,29,3,2019-07-26,0.18,28,217
20229698,3703 La Gloria Cottage-by-the-Sea ~ Check Out These Great Summer Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62213,-121.9216,Entire home/apt,189,29,6,2019-12-08,0.19,28,195
20229699,3612 Storybook Cottage ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61798,-121.91258,Entire home/apt,178,29,3,2018-12-27,0.07,28,0
20229704,3602 Seadance ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.6352,-121.92719,Entire home/apt,265,29,3,2018-10-03,0.09,28,0
20229711,3263 Villa by the Sea ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62028,-121.90799,Entire home/apt,458,29,8,2019-11-24,0.22,28,331
20229712,3646 Seashore Retreat ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61991,-121.91546,Entire home/apt,189,29,0,,,28,206
20229714,3573 Captain's Castle ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62039,-121.91084,Entire home/apt,672,29,10,2020-01-13,0.26,28,0
20229715,3509 Seabreeze ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61507,-121.9298,Entire home/apt,170,29,2,2019-11-18,0.20,28,201
20229716,3554 Otter's Rest ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.63248,-121.92654,Entire home/apt,246,29,7,2020-02-13,0.29,28,181
20268378,Casa Terraza-Private space in prime location! 0426,134165553,Larry,,Pacific Grove,36.6177,-121.90906,Private room,125,2,211,2020-08-25,5.82,1,16
20358036,"Private Suite & Patio steps to Sea, Golf & 17 Mile",7411921,Katy,,Pacific Grove,36.63261,-121.92728,Private room,99,3,18,2018-10-08,0.51,1,0
20404083,3096 Sanctuary by the Bay ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62069,-121.90771,Entire home/apt,208,29,9,2019-03-27,0.28,28,296
20404856,"Quiet, private, upstairs apartment, ocean views",2044999,Hillary,,Pacific Grove,36.6332,-121.92368,Entire home/apt,87,29,11,2020-05-01,0.37,1,303
20412534,Pacific grove plaza 2 bedroom,27606939,Gabe,,Pacific Grove,36.62117,-121.91805,Entire home/apt,225,4,0,,,1,0
20741678,3112 Lighthouse Sanctuary ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62535,-121.9269,Entire home/apt,291,29,2,2017-12-03,0.06,28,303
21142337,Explore Monterey Marine Life from a Pacific Grove House,19759469,Lee,,Pacific Grove,36.62239,-121.92156,Entire home/apt,425,14,109,2020-08-01,3.11,1,150
21981955,Sunset Inn Pacific Grove,160495920,Rishi,,Pacific Grove,36.63033,-121.93217,Hotel room,220,1,238,2020-08-09,7.11,1,362
22048463,"""Pacific Jewel"" Close to Ocean, Golf, Spas Restaurants & Shops",161014914,MaryJane,,Pacific Grove,36.62751,-121.92847,Entire home/apt,194,30,40,2020-01-03,1.12,4,0
22178195,"Pacific Petra Suite
(PG License # 0420)",162016726,George And/Or Laila,,Pacific Grove,36.61863,-121.91462,Entire home/apt,228,1,177,2020-08-30,5.41,1,66
22292297,Pacific Grove 2 bed charmer,162398854,Josh,,Pacific Grove,36.61357,-121.92495,Entire home/apt,175,2,30,2019-11-30,0.96,1,0
22359257,Fairlawn Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62342,-121.9164,Private room,215,1,27,2020-08-18,0.94,14,305
22359614,Bellevue Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62363,-121.91481,Private room,349,1,1,2018-02-05,0.03,14,305
22666758,"Ocean View Cozy Adobe 2 bed/1 bath 
(Lic #0403)",128301422,Carolyn,,Pacific Grove,36.60762,-121.92032,Entire home/apt,227,3,134,2020-08-31,4.30,2,87
22728696,3730 Anchors Away ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.63572,-121.92596,Entire home/apt,227,29,3,2020-02-10,0.17,28,101
22728976,3745 Sea Dream ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61845,-121.90795,Entire home/apt,227,29,8,2020-05-25,0.47,28,212
22747634,3759 Pacific Grove Retreat ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61781,-121.90824,Entire home/apt,159,29,1,2019-01-05,0.05,28,286
23174941,4BR w/ 180-Degree Bay Views,154342553,Turnkey,,Pacific Grove,36.61656,-121.90815,Entire home/apt,316,30,0,,,1,124
24059256,Forest Home on 1/4  Acre,181127429,Joseph And Tamara,,Pacific Grove,36.61967,-121.93259,Entire home/apt,123,30,87,2020-08-03,2.94,2,208
24773264,Monterey Peninsula Ideal Accommodation,72001105,Kat,,Pacific Grove,36.62156,-121.91915,Entire home/apt,115,5,1,2018-06-18,0.04,1,245
25281531,Rosedale Inn & Suites - King Suite,190984125,Rosedale Inn & Suites,,Pacific Grove,36.61892,-121.93608,Hotel room,200,1,30,2020-03-05,1.16,2,5
25984207,Bright home great location,1729167,Andrea,,Pacific Grove,36.61792,-121.91793,Entire home/apt,195,6,6,2019-01-02,0.23,2,0
26192700,Rocky Shores Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62354,-121.91456,Private room,368,1,5,2020-08-14,0.19,14,310
26197377,Mariposa Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62494,-121.91653,Private room,299,1,9,2020-08-23,0.47,14,314
26197786,Stevenson Room -Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62341,-121.91522,Private room,265,1,6,2020-08-31,0.23,14,326
26197911,Garden Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62473,-121.91658,Private room,222,1,24,2020-08-31,1.07,14,286
26198274,1/2 Block to Ocean-Jewell Cottage: 2 Bedroom House - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62349,-121.91482,Entire home/apt,542,1,5,2020-07-27,0.61,14,280
26198464,Mayfair Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62441,-121.91669,Private room,298,1,2,2020-08-30,1.28,14,323
26198705,Lover's Point Room-Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62274,-121.91623,Private room,268,1,9,2020-08-20,0.37,14,322
26468647,Sallie’s Cottage,43389940,Elizabeth,,Pacific Grove,36.6216,-121.91935,Entire home/apt,338,2,141,2020-08-30,5.35,3,169
27092841,Charming house between downtown and the beach,6763862,Ashley,,Pacific Grove,36.62223,-121.91976,Entire home/apt,180,28,4,2019-04-15,0.20,1,0
27837664,Ocean Front Pacific Grove Cottage,210070058,Gerarda,,Pacific Grove,36.62581,-121.91966,Entire home/apt,299,30,10,2020-06-11,0.49,1,85
28671625,Asilomar Beauty! Walk to beach. MBA passes!,98921156,Laura,,Pacific Grove,36.61923,-121.93393,Entire home/apt,470,30,8,2020-07-25,0.35,1,62
29704711,Private/ Cozy Cottage with ocean view 30 Days,223530832,Sara,,Pacific Grove,36.6172,-121.90905,Entire home/apt,50,30,3,2019-02-26,0.15,1,0
30092924,"Welcome to ""Ocean Breeze"" a Stunning Ocean Front 3 Bedroom 3 Bath House",161014914,MaryJane,,Pacific Grove,36.62547,-121.93806,Entire home/apt,656,3,6,2020-08-07,0.40,4,0
31561395,Downstairs unit with stunning Ocean View,67578795,Christopher,,Pacific Grove,36.62703,-121.92094,Entire home/apt,100,30,4,2019-02-22,0.22,1,0
31675668,Dune living/Ocean View-30 day rental,13203020,Trudi,,Pacific Grove,36.62291,-121.93734,Entire home/apt,250,30,2,2019-06-19,0.12,1,272
31721314,Very clean short walk to beach and downtown,237911024,Mary,,Pacific Grove,36.61892,-121.91249,Private room,97,31,0,,,1,173
32237119,3118 Yellow House Main ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61944,-121.91001,Entire home/apt,669,29,2,2020-07-29,1.13,28,309
32649188,"Luxury Condo, Panoramic Views - Monthly Rental",10624036,Merry,,Pacific Grove,36.6177,-121.9113,Entire home/apt,650,31,0,,,1,151
33139087,The Red House ~ Big Little Charm in PG,249506163,Honey Williams @,,Pacific Grove,36.62147,-121.91911,Entire home/apt,270,2,52,2020-03-08,2.98,1,59
33396484,Standard King Room,190984125,Rosedale Inn & Suites,,Pacific Grove,36.61907,-121.93477,Hotel room,350,1,13,2020-08-02,1.16,2,89
33645837,Welcome to Paradise in Pacific Grove! 2259 SF 4 br,230136020,Sue,,Pacific Grove,36.63406,-121.925,Entire home/apt,391,1,9,2019-05-27,0.55,1,0
33798060,Beach House,43389940,Elizabeth,,Pacific Grove,36.63485,-121.92588,Entire home/apt,528,30,53,2020-08-10,3.26,3,95
34153425,"Seaglass Hideaway, walk to Asilomar & Pebble Beach",47637217,Jennifer,,Pacific Grove,36.619,-121.93148,Entire home/apt,195,2,13,2019-09-02,0.87,1,0
34573235,Steinbeck Room-Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62272,-121.91459,Private room,230,1,4,2020-07-30,0.37,14,303
34573780,China Point Room - Seven Gables Boutique Hotel,46785054,Seven Gables,,Pacific Grove,36.62327,-121.91654,Private room,268,1,1,2019-10-27,0.10,14,333
34652464,Charming Villa in Pacific Grove (sleeps 6),247822961,Sheryl,,Pacific Grove,36.62835,-121.93195,Entire home/apt,195,3,1,2019-05-26,0.07,1,0
34743496,Pebble Beach adjacent charm,262021476,Debby,,Pacific Grove,36.61642,-121.93148,Private room,450,1,0,,,1,87
35283248,Pacific Grove Free Standing Studio,265252392,Steven,,Pacific Grove,36.61634,-121.92156,Entire home/apt,135,30,1,2019-11-15,0.10,1,180
35930695,Pine Acres Lodge - Studio,266041351,VacayHome,,Pacific Grove,36.62874,-121.93132,Entire home/apt,147,2,0,,,2,0
35930773,Pine Acres Lodge - 1 Bedroom,266041351,VacayHome,,Pacific Grove,36.62884,-121.93136,Entire home/apt,105,2,0,,,2,0
35950153,BLOCKS FROM OCEAN -COZY QUEEN-A GETAWAY FOR TWO,270423498,Pacific,,Pacific Grove,36.61765,-121.92003,Hotel room,102,1,230,2020-08-29,16.31,11,352
36006241,WALK TO OCEAN from our Premium KING BED ROOMS,270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,116,1,104,2020-08-22,7.38,11,337
36006645,TEENY View of OCEAN-WALK to OCEAN - KING BEDROOM,270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,120,1,52,2020-08-09,3.68,11,361
36007109,CROSS Ocean View from Balcony-RELAX-QUEEN BEDROOM,270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,118,1,50,2020-08-18,3.58,11,358
36007581,WALK TO OCEAN- Queen bed with BONUS TWIN BED:),270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,122,1,63,2020-08-29,4.87,11,332
36008146,Blocks from Ocean - BEDROOM SUITE,270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,127,1,49,2020-08-14,3.51,11,349
36045923,"Ocean Views,ROMANTIC QUEEN BEDROOM WITH FIREPLACE",270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,143,1,13,2020-08-16,0.95,11,359
36046495,AMAZING OCEAN VIEWS - BLOCKS FROM OCEAN,270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,157,1,33,2020-08-20,2.35,11,341
36046892,"WALK TO OCEAN, KING WITH TWO TWINS",270423498,Pacific,,Pacific Grove,36.62012,-121.91887,Hotel room,143,1,65,2020-08-11,4.60,11,247
36644442,Walking Distance to Beach & Monterey Bay,161014914,MaryJane,,Pacific Grove,36.6306,-121.9277,Entire home/apt,159,30,0,,,4,267
36851255,4 bedroom condo located blocks from everything,267059548,Ryan,,Pacific Grove,36.62103,-121.91938,Entire home/apt,486,2,3,2019-11-26,0.28,1,300
37370933,Coastal Apt ready for Car Week with Garage!,103709991,Monique,,Pacific Grove,36.61802,-121.91977,Entire home/apt,499,2,1,2019-08-18,0.08,1,0
37393583,3119 Yellow House Guest Suite ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62079,-121.90822,Entire home/apt,174,29,0,,,28,363
37393987,3760 Pacific Grove Retreat Guest Suite ~ Walk Everywhere Location,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.6181,-121.90814,Entire home/apt,68,29,0,,,28,275
37394045,3779 Sea Otter House ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61948,-121.91249,Entire home/apt,227,29,0,,,28,273
38539935,3792 The Lavender House ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62439,-121.92092,Entire home/apt,486,29,2,2020-07-01,0.20,28,328
38585258,Charming Monterey Bay Home near the Beach,128889143,Grant,,Pacific Grove,36.62123,-121.91528,Entire home/apt,125,30,2,2020-08-15,0.18,1,253
39130725,Victorian Queen,300084599,Ricardo,,Pacific Grove,36.618,-121.91071,Entire home/apt,89,30,2,2020-03-14,0.22,1,0
39131210,"La Piccola Casa ""The Little House""   Lic. # 0446",299581636,Joe,,Pacific Grove,36.62149,-121.9186,Entire home/apt,311,2,22,2020-08-27,2.03,1,50
39537770,Otters Cove/30 Day Rental-2 Aquarium Passes,303782959,Charleen,,Pacific Grove,36.61762,-121.91277,Entire home/apt,300,30,0,,,1,363
40032768,3788 The Seagull's Nest ~ Summer Is Here - Check Out These Great Rates!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62052,-121.91765,Entire home/apt,486,29,0,,,28,334
